Drzava,Ime,Simbol,Trenutna_cena,Dnevna_sprem.,Dobiček,Volumen_delnice,Link_za_več
Sri Lanka,Lion Brewery (Ceylon) PLC,LION.N0000,1430.0,-,59.50B,114.40B,https://stockanalysis.com/quote/cose/LION.N0000/
Sri Lanka,Vallibel One PLC,VONE.N0000,92.9,-0.96%,128.16B,105.81B,https://stockanalysis.com/quote/cose/VONE.N0000/
Sri Lanka,Browns Investments PLC,BIL.N0000,7.3,-1.35%,74.32B,104.90B,https://stockanalysis.com/quote/cose/BIL.N0000/
Sri Lanka,Ceylon Cold Stores PLC,CCS.N0000,110.0,-0.23%,161.92B,104.54B,https://stockanalysis.com/quote/cose/CCS.N0000/
Sri Lanka,Bukit Darah PLC,BUKI.N0000,947.5,4.12%,336.75B,96.65B,https://stockanalysis.com/quote/cose/BUKI.N0000/
Philippines,Manulife Financial Corporation,MFC,1652.0,-2.82%,"1,292.64B","2,942.36B",https://stockanalysis.com/quote/pse/MFC/
Philippines,Sun Life Financial Inc.,SLF,3300.0,-1.49%,"1,411.88B","1,856.43B",https://stockanalysis.com/quote/pse/SLF/
Philippines,Villar Land Holdings Corp.,HVN,2296.0,-,4.01B,"1,478.89B",https://stockanalysis.com/quote/pse/HVN/
Philippines,"International Container Terminal Services, Inc.",ICT,480.0,-1.03%,165.19B,979.19B,https://stockanalysis.com/quote/pse/ICT/
Philippines,SM Investments Corporation,SM,760.0,-0.07%,672.54B,932.86B,https://stockanalysis.com/quote/pse/SM/
Philippines,"BDO Unibank, Inc.",BDO,136.5,-2.71%,261.55B,722.60B,https://stockanalysis.com/quote/pse/BDO/
Philippines,"SM Prime Holdings, Inc.",SMPH,23.7,-1.04%,143.75B,684.25B,https://stockanalysis.com/quote/pse/SMPH/
Philippines,Bank of the Philippine Islands,BPI,112.5,-2.68%,170.67B,610.81B,https://stockanalysis.com/quote/pse/BPI/
Philippines,Manila Electric Company,MER,533.5,-2.11%,478.10B,601.30B,https://stockanalysis.com/quote/pse/MER/
Philippines,"Ayala Land, Inc.",ALI,28.15,-3.26%,179.53B,409.53B,https://stockanalysis.com/quote/pse/ALI/
Philippines,Ayala Corporation,AC,551.0,-2.48%,373.61B,343.84B,https://stockanalysis.com/quote/pse/AC/
Philippines,"San Miguel Food and Beverage, Inc.",FB,53.3,-0.37%,310.92B,316.14B,https://stockanalysis.com/quote/pse/FB/
Philippines,Metropolitan Bank & Trust Company,MBT,70.2,-1.68%,139.95B,315.72B,https://stockanalysis.com/quote/pse/MBT/
Philippines,Aboitiz Power Corporation,AP,42.85,1.66%,187.86B,301.20B,https://stockanalysis.com/quote/pse/AP/
Philippines,Jollibee Foods Corporation,JFC,240.0,2.13%,289.27B,268.95B,https://stockanalysis.com/quote/pse/JFC/
Philippines,PLDT Inc.,TEL,1222.0,0.66%,218.82B,264.02B,https://stockanalysis.com/quote/pse/TEL/
Philippines,Emperador Inc.,EMI,16.32,0.37%,61.20B,256.50B,https://stockanalysis.com/quote/pse/EMI/
Philippines,"Globe Telecom, Inc.",GLO,1555.0,-1.89%,180.97B,228.98B,https://stockanalysis.com/quote/pse/GLO/
Philippines,"JG Summit Holdings, Inc.",JGS,24.7,-1.79%,384.81B,189.15B,https://stockanalysis.com/quote/pse/JGS/
Philippines,Universal Robina Corporation,URC,82.0,-1.86%,165.51B,178.67B,https://stockanalysis.com/quote/pse/URC/
South Africa,BHP Group Limited,BHG,49435.0,0.39%,910.24B,"2,523.64B",https://stockanalysis.com/quote/jse/BHG/
South Africa,Prosus N.V.,PRX,107357.0,-0.67%,113.37B,"2,391.97B",https://stockanalysis.com/quote/jse/PRX/
South Africa,British American Tobacco p.l.c.,BTI,99365.0,-1.00%,622.69B,"2,194.79B",https://stockanalysis.com/quote/jse/BTI/
South Africa,Anheuser-Busch InBev SA/NV,ANH,111833.0,0.62%,"1,039.12B","2,167.82B",https://stockanalysis.com/quote/jse/ANH/
South Africa,Compagnie Financière Richemont SA,CFR,316468.0,2.79%,424.97B,"1,800.70B",https://stockanalysis.com/quote/jse/CFR/
South Africa,Naspers Limited,NPN,578258.0,-0.21%,131.94B,900.31B,https://stockanalysis.com/quote/jse/NPN/
South Africa,Glencore plc,GLN,7053.0,1.92%,"4,106.22B",830.12B,https://stockanalysis.com/quote/jse/GLN/
South Africa,Anglo American plc,AGL,53628.0,1.84%,473.39B,566.69B,https://stockanalysis.com/quote/jse/AGL/
South Africa,Gold Fields Limited,GFI,57241.0,-2.37%,116.40B,524.74B,https://stockanalysis.com/quote/jse/GFI/
South Africa,AngloGold Ashanti plc,ANG,96898.0,-0.80%,135.82B,494.83B,https://stockanalysis.com/quote/jse/ANG/
South Africa,FirstRand Limited,FSR,7616.0,1.13%,129.57B,421.31B,https://stockanalysis.com/quote/jse/FSR/
South Africa,Capitec Bank Holdings Limited,CPI,359098.0,-0.54%,35.80B,418.17B,https://stockanalysis.com/quote/jse/CPI/
South Africa,Standard Bank Group Limited,SBK,25183.0,1.38%,172.66B,402.12B,https://stockanalysis.com/quote/jse/SBK/
South Africa,MTN Group Limited,MTN,15231.0,1.23%,206.75B,275.41B,https://stockanalysis.com/quote/jse/MTN/
South Africa,Vodacom Group Limited,VOD,14441.0,2.10%,152.23B,273.26B,https://stockanalysis.com/quote/jse/VOD/
South Africa,Valterra Platinum Limited,VAL,82301.0,1.01%,99.11B,213.93B,https://stockanalysis.com/quote/jse/VAL/
South Africa,Sanlam Limited,SLM,9199.0,1.86%,204.17B,188.52B,https://stockanalysis.com/quote/jse/SLM/
South Africa,Harmony Gold Mining Company Limited,HAR,22946.0,-10.27%,67.11B,159.09B,https://stockanalysis.com/quote/jse/HAR/
South Africa,Absa Group Limited,ABG,19168.0,2.20%,99.45B,155.56B,https://stockanalysis.com/quote/jse/ABG/
South Africa,Bid Corporation Limited,BID,45530.0,0.42%,235.59B,152.33B,https://stockanalysis.com/quote/jse/BID/
Switzerland,Alphabet Inc.,GOOGL,350.0,-,295.37B,"2,019.50B",https://stockanalysis.com/quote/swx/GOOGL/
Switzerland,Visa Inc.,V,179.5,-,30.93B,542.38B,https://stockanalysis.com/quote/swx/V/
Switzerland,Eli Lilly and Company,LLY,590.0,0.86%,42.36B,529.61B,https://stockanalysis.com/quote/swx/LLY/
Switzerland,The Coca-Cola Company,KO,49.63,-,37.60B,238.03B,https://stockanalysis.com/quote/swx/KO/
Switzerland,Roche Holding AG,RO,275.6,0.07%,63.49B,225.38B,https://stockanalysis.com/quote/swx/RO/
Switzerland,Philip Morris International Inc.,PMI,135.0,-2.88%,31.06B,205.37B,https://stockanalysis.com/quote/swx/PMI/
Switzerland,Novartis AG,NOVN,101.42,-0.55%,43.89B,197.42B,https://stockanalysis.com/quote/swx/NOVN/
Switzerland,Nestlé S.A.,NESN,74.69,0.73%,90.90B,190.77B,https://stockanalysis.com/quote/swx/NESN/
Switzerland,Abbott Laboratories,ABT,102.0,-1.92%,34.28B,183.85B,https://stockanalysis.com/quote/swx/ABT/
Switzerland,McDonald's Corporation,MCD,260.0,-,20.72B,178.58B,https://stockanalysis.com/quote/swx/MCD/
Switzerland,AT&T Inc.,T,30.0,-,98.60B,166.97B,https://stockanalysis.com/quote/swx/T/
Switzerland,"PepsiCo, Inc.",PEP,107.0,-0.93%,74.47B,162.42B,https://stockanalysis.com/quote/swx/PEP/
Switzerland,UBS Group AG,UBSG,32.48,0.43%,37.39B,102.49B,https://stockanalysis.com/quote/swx/UBSG/
Switzerland,ABB Ltd,ABBN,54.18,0.71%,26.70B,98.05B,https://stockanalysis.com/quote/swx/ABBN/
Switzerland,Zurich Insurance Group AG,ZURN,579.4,-0.24%,55.44B,82.64B,https://stockanalysis.com/quote/swx/ZURN/
Switzerland,Compagnie Financière Richemont SA,CFR,141.6,1.91%,20.44B,81.69B,https://stockanalysis.com/quote/swx/CFR/
Switzerland,3M Company,MMM,120.0,-,19.57B,66.99B,https://stockanalysis.com/quote/swx/MMM/
Switzerland,Emerson Electric Co.,EMR,64.57,-,14.14B,60.35B,https://stockanalysis.com/quote/swx/EMR/
Switzerland,Freeport-McMoRan Inc.,FCX,10.0,-,20.53B,50.61B,https://stockanalysis.com/quote/swx/FCX/
Switzerland,Swiss Re AG,SREN,144.85,-0.10%,34.89B,43.32B,https://stockanalysis.com/quote/swx/SREN/
Spain,Airbus SE,AIR,179.66,0.53%,70.02B,141.06B,https://stockanalysis.com/quote/bme/AIR/
Spain,"Industria de Diseño Textil, S.A.",ITX,43.38,-0.37%,38.76B,135.62B,https://stockanalysis.com/quote/bme/ITX/
Spain,"Banco Santander, S.A.",SAN,8.24,2.16%,50.16B,119.77B,https://stockanalysis.com/quote/bme/SAN/
Spain,"Iberdrola, S.A.",IBE,16.17,-0.25%,44.85B,108.30B,https://stockanalysis.com/quote/bme/IBE/
Spain,"Banco Bilbao Vizcaya Argentaria, S.A.",BBVA,15.59,0.39%,31.38B,89.40B,https://stockanalysis.com/quote/bme/BBVA/
Spain,Petróleo Brasileiro S.A. - Petrobras,XPBR,5.42,1.10%,72.83B,65.40B,https://stockanalysis.com/quote/bme/XPBR/
Spain,"CaixaBank, S.A.",CABK,8.51,0.78%,15.24B,59.71B,https://stockanalysis.com/quote/bme/CABK/
Spain,"Aena S.M.E., S.A.",AENA,25.0,-0.60%,6.04B,37.73B,https://stockanalysis.com/quote/bme/AENA/
Spain,Vale S.A.,XVALO,8.88,-0.85%,32.75B,37.42B,https://stockanalysis.com/quote/bme/XVALO/
Spain,Coca-Cola Europacific Partners PLC,CCEP,76.2,0.13%,20.88B,34.69B,https://stockanalysis.com/quote/bme/CCEP/
Spain,Ferrovial SE,FER,47.06,0.02%,9.35B,33.85B,https://stockanalysis.com/quote/bme/FER/
Spain,"Amadeus IT Group, S.A.",AMS,72.46,-0.17%,6.35B,32.15B,https://stockanalysis.com/quote/bme/AMS/
Spain,"Endesa, S.A.",ELE,26.19,-0.80%,21.40B,27.73B,https://stockanalysis.com/quote/bme/ELE/
Spain,"Naturgy Energy Group, S.A.",NTGY,27.14,-0.51%,20.16B,26.21B,https://stockanalysis.com/quote/bme/NTGY/
Spain,"Telefónica, S.A.",TEF,4.562,-1.04%,41.54B,25.99B,https://stockanalysis.com/quote/bme/TEF/
Spain,ArcelorMittal S.A.,MTS,28.48,0.42%,51.63B,21.58B,https://stockanalysis.com/quote/bme/MTS/
Spain,"Cellnex Telecom, S.A.",CLNX,31.05,0.45%,4.09B,21.07B,https://stockanalysis.com/quote/bme/CLNX/
Spain,International Consolidated Airlines Group S.A.,IAG,4.482,0.36%,33.28B,20.67B,https://stockanalysis.com/quote/bme/IAG/
Spain,"Banco de Sabadell, S.A.",SAB,3.273,0.18%,6.02B,17.28B,https://stockanalysis.com/quote/bme/SAB/
Spain,"ACS, Actividades de Construcción y Servicios, S.A.",ACS,64.9,0.93%,47.00B,16.43B,https://stockanalysis.com/quote/bme/ACS/
Egypt,Commercial International Bank Egypt (CIB) S.A.E.,COMI,97.99,1.02%,111.86B,298.20B,https://stockanalysis.com/quote/egx/COMI/
Egypt,El Sewedy Electric Company,SWDY,75.0,0.66%,253.16B,160.45B,https://stockanalysis.com/quote/egx/SWDY/
Egypt,Eastern Company S.A.E,EAST,39.0,4.06%,34.08B,117.00B,https://stockanalysis.com/quote/egx/EAST/
Egypt,Talaat Moustafa Group Holding,TMGH,55.0,2.04%,50.04B,113.34B,https://stockanalysis.com/quote/egx/TMGH/
Egypt,Telecom Egypt Company,ETEL,46.79,1.72%,94.68B,79.87B,https://stockanalysis.com/quote/egx/ETEL/
Egypt,Misr Fertilizer Production Company,MFPC,27.5,-1.68%,23.05B,78.87B,https://stockanalysis.com/quote/egx/MFPC/
Egypt,Abu Qir Fertilizers and Chemical Industries Co. (S.A.E.),ABUK,52.11,-0.17%,22.92B,65.76B,https://stockanalysis.com/quote/egx/ABUK/
Egypt,Egypt Aluminum,EGAL,158.09,-0.72%,42.42B,65.21B,https://stockanalysis.com/quote/egx/EGAL/
Egypt,Qatar National Bank,QNBE,29.86,1.32%,49.01B,64.34B,https://stockanalysis.com/quote/egx/QNBE/
Egypt,Alexandria Container&Cargo Handling Company,ALCN,21.38,-0.09%,8.41B,63.70B,https://stockanalysis.com/quote/egx/ALCN/
Egypt,e-finance for Digital and Financial Investments S.A.E.,EFIH,13.7,-1.08%,6.16B,47.23B,https://stockanalysis.com/quote/egx/EFIH/
Egypt,Fawry for Banking Technology and Electronic Payments S.A.E.,FWRY,13.49,0.67%,6.98B,45.95B,https://stockanalysis.com/quote/egx/FWRY/
Egypt,Emaar Misr for Development Company (S.A.E.),EMFD,8.27,-0.36%,22.69B,45.05B,https://stockanalysis.com/quote/egx/EMFD/
Egypt,Orascom Construction PLC,ORAS,388.0,2.11%,185.14B,41.84B,https://stockanalysis.com/quote/egx/ORAS/
Egypt,Egypt Kuwait Holding Company (S.A.E.),EKHO,0.715,1.28%,33.11B,40.84B,https://stockanalysis.com/quote/egx/EKHO/
Egypt,EFG Holding Company S.A.E,HRHO,25.8,0.19%,22.16B,35.61B,https://stockanalysis.com/quote/egx/HRHO/
Egypt,Housing and Development Bank- Egypt (S.A.E),HDBK,64.25,0.91%,25.89B,34.14B,https://stockanalysis.com/quote/egx/HDBK/
Egypt,Beltone Holding S.A.E,BTFH,3.15,-0.63%,6.18B,33.76B,https://stockanalysis.com/quote/egx/BTFH/
Egypt,Egyptian Iron and Steel Company,IRON,27.62,-4.99%,2.24B,28.33B,https://stockanalysis.com/quote/egx/IRON/
Egypt,GB Corp,GBCO,25.17,-1.64%,70.64B,27.32B,https://stockanalysis.com/quote/egx/GBCO/
Finland,Nordea Bank Abp,NDA.FI,13.11,-0.72%,11.68B,45.47B,https://stockanalysis.com/quote/hel/NDA.FI/
Finland,KONE Oyj,KNEBV,53.38,-0.48%,11.25B,27.78B,https://stockanalysis.com/quote/hel/KNEBV/
Finland,Sampo Oyj,SAMPO,9.85,-0.36%,9.75B,26.56B,https://stockanalysis.com/quote/hel/SAMPO/
Finland,Telefonaktiebolaget LM Ericsson (publ),ERIBR,6.83,-0.29%,22.02B,22.75B,https://stockanalysis.com/quote/hel/ERIBR/
Finland,Nokia Oyj,NOKIA,3.677,-0.89%,19.25B,20.11B,https://stockanalysis.com/quote/hel/NOKIA/
Finland,Wärtsilä Oyj Abp,WRT1V,25.0,1.75%,6.85B,14.46B,https://stockanalysis.com/quote/hel/WRT1V/
Finland,Fortum Oyj,FORTUM,14.81,-1.07%,5.15B,13.43B,https://stockanalysis.com/quote/hel/FORTUM/
Finland,UPM-Kymmene Oyj,UPM,24.6,-0.81%,10.20B,13.08B,https://stockanalysis.com/quote/hel/UPM/
Finland,Telia Company AB (publ),TELIA1,3.167,-0.94%,8.01B,12.59B,https://stockanalysis.com/quote/hel/TELIA1/
Finland,Neste Oyj,NESTE,15.96,-0.47%,20.72B,12.32B,https://stockanalysis.com/quote/hel/NESTE/
Finland,Orion Oyj,ORNAV,68.1,-1.59%,1.68B,9.78B,https://stockanalysis.com/quote/hel/ORNAV/
Finland,Metso Oyj,METSO,11.23,1.08%,4.82B,9.19B,https://stockanalysis.com/quote/hel/METSO/
Finland,Stora Enso Oyj,STEAV,10.4,-1.89%,9.37B,8.02B,https://stockanalysis.com/quote/hel/STEAV/
Finland,Kesko Oyj,KESKOA,18.94,-0.73%,12.08B,7.59B,https://stockanalysis.com/quote/hel/KESKOA/
Finland,Elisa Oyj,ELISA,45.6,-0.22%,2.22B,7.34B,https://stockanalysis.com/quote/hel/ELISA/
Finland,Konecranes Plc,KCR,71.65,-0.35%,4.32B,5.70B,https://stockanalysis.com/quote/hel/KCR/
Finland,Valmet Oyj,VALMT,29.85,0.61%,5.25B,5.47B,https://stockanalysis.com/quote/hel/VALMT/
Finland,SSAB AB (publ),SSABAH,5.02,0.08%,8.88B,4.93B,https://stockanalysis.com/quote/hel/SSABAH/
Finland,Hiab Oyj,HIAB,57.5,-0.26%,1.61B,3.72B,https://stockanalysis.com/quote/hel/HIAB/
Finland,Huhtamäki Oyj,HUH1V,30.28,-0.13%,4.09B,3.18B,https://stockanalysis.com/quote/hel/HUH1V/
Russia,Gazprom,GAZP,198.0,0.04%,10.74T,"4,681.61B",https://stockanalysis.com/quote/moex/GAZP/
Russia,Rosneft Oil Company,ROSN,351.2,-3.77%,"9,828.00B","3,336.31B",https://stockanalysis.com/quote/moex/ROSN/
Russia,Sberbank of Russia,SBER,133.3,0.16%,"3,279.90B","2,993.48B",https://stockanalysis.com/quote/moex/SBER/
Russia,PAO NOVATEK,NVTK,993.0,-0.50%,"1,597.77B","2,972.66B",https://stockanalysis.com/quote/moex/NVTK/
Russia,Mining and Metallurgical Company Norilsk Nickel,GMKN,167.2,1.03%,"1,047.65B","2,555.88B",https://stockanalysis.com/quote/moex/GMKN/
Russia,PJSC LUKOIL,LKOH,3911.0,-1.14%,"8,621.56B","2,534.09B",https://stockanalysis.com/quote/moex/LKOH/
Russia,Gazprom Neft,SIBN,390.3,0.61%,"4,099.71B","1,841.44B",https://stockanalysis.com/quote/moex/SIBN/
Russia,Polyus,PLZL,8376.0,1.84%,636.03B,"1,134.00B",https://stockanalysis.com/quote/moex/PLZL/
Russia,PhosAgro,PHOR,7929.0,0.11%,564.68B,"1,026.81B",https://stockanalysis.com/quote/moex/PHOR/
Russia,Surgutneftegas Public Joint Stock Company,SNGS,26.0,-0.54%,"2,218.77B",928.68B,https://stockanalysis.com/quote/moex/SNGS/
Russia,PJSC Tatneft,TATN,409.9,0.49%,"1,896.34B",915.43B,https://stockanalysis.com/quote/moex/TATN/
Russia,Novolipetsk Steel,NLMK,138.0,-0.28%,900.51B,827.07B,https://stockanalysis.com/quote/moex/NLMK/
Russia,Severstal,CHMF,821.4,-0.29%,784.85B,688.10B,https://stockanalysis.com/quote/moex/CHMF/
Russia,Acron,AKRN,18362.0,-0.22%,226.64B,674.93B,https://stockanalysis.com/quote/moex/AKRN/
Russia,"United Company RUSAL, International",RUAL,55.83,-0.13%,"1,103.89B",661.63B,https://stockanalysis.com/quote/moex/RUAL/
Russia,Public Stock Company VSMPO-AVISMA Corporation,VSMO,57180.0,-1.11%,83.06B,658.34B,https://stockanalysis.com/quote/moex/VSMO/
Russia,PIK-specialized homebuilder,PIKK,757.0,0.01%,675.05B,499.54B,https://stockanalysis.com/quote/moex/PIKK/
Russia,ALROSA,ALRS,66.84,2.28%,212.34B,482.09B,https://stockanalysis.com/quote/moex/ALRS/
Russia,Mobile TeleSystems Public Joint Stock Company,MTSS,275.05,0.75%,742.46B,457.30B,https://stockanalysis.com/quote/moex/MTSS/
Russia,Magnit,MGNT,4439.0,0.43%,"3,043.43B",434.70B,https://stockanalysis.com/quote/moex/MGNT/
Romania,Erste Group Bank AG,EBS,411.6,-2.46%,55.24B,160.19B,https://stockanalysis.com/quote/bvb/EBS/
Romania,S.P.E.E.H. Hidroelectrica S.A.,H2O,121.9,-0.65%,8.35B,55.19B,https://stockanalysis.com/quote/bvb/H2O/
Romania,OMV Petrom S.A.,SNP,0.84,-0.71%,33.96B,52.72B,https://stockanalysis.com/quote/bvb/SNP/
Romania,SNGN Romgaz SA,SNG,8.12,-0.98%,8.28B,31.30B,https://stockanalysis.com/quote/bvb/SNG/
Romania,Banca Transilvania S.A.,TLV,27.74,0.36%,9.96B,30.69B,https://stockanalysis.com/quote/bvb/TLV/
Romania,S.N. Nuclearelectrica S.A.,SNN,46.55,0.32%,5.48B,14.04B,https://stockanalysis.com/quote/bvb/SNN/
Romania,BRD - Groupe Société Générale S.A.,BRD,19.6,-1.01%,4.00B,13.66B,https://stockanalysis.com/quote/bvb/BRD/
Romania,S.N.T.G.N. Transgaz S.A.,TGN,48.5,0.83%,4.67B,9.14B,https://stockanalysis.com/quote/bvb/TGN/
Romania,Digi Communications N.V.,DIGI,83.3,-0.83%,12.81B,7.96B,https://stockanalysis.com/quote/bvb/DIGI/
Romania,Societatea Energetica Electrica S.A.,EL,18.0,-0.44%,11.17B,6.11B,https://stockanalysis.com/quote/bvb/EL/
Romania,Med Life S.A.,M,8.15,0.25%,2.86B,4.33B,https://stockanalysis.com/quote/bvb/M/
Romania,CNTEE Transelectrica SA,TEL,58.7,0.34%,6.14B,4.30B,https://stockanalysis.com/quote/bvb/TEL/
Romania,Zentiva S.A.,SCD,4.52,2.26%,1.12B,3.15B,https://stockanalysis.com/quote/bvb/SCD/
Romania,Chimcomplex S.A.,CRC,9.7,-3.00%,1.40B,2.94B,https://stockanalysis.com/quote/bvb/CRC/
Romania,One United Properties SA,ONE,24.25,-,1.36B,2.67B,https://stockanalysis.com/quote/bvb/ONE/
Romania,Premier Energy PLC,PE,20.2,-,7.20B,2.53B,https://stockanalysis.com/quote/bvb/PE/
Romania,Rompetrol Rafinare S.A.,RRC,0.0708,-,18.20B,1.88B,https://stockanalysis.com/quote/bvb/RRC/
Romania,Aquila Part Prod Com S.A.,AQ,1.452,0.14%,3.19B,1.76B,https://stockanalysis.com/quote/bvb/AQ/
Romania,Evergent Investments SA,EVER,1.96,0.51%,207.40M,1.72B,https://stockanalysis.com/quote/bvb/EVER/
Romania,Antibiotice S.A.,ATB,2.48,-0.60%,669.82M,1.66B,https://stockanalysis.com/quote/bvb/ATB/
Argentina,Microsoft Corporation,MSFT,22925.0,1.33%,335.73T,"5,124.95T",https://stockanalysis.com/quote/bcba/MSFT/
Argentina,Apple Inc.,AAPL,15625.0,0.97%,485.20T,"4,654.02T",https://stockanalysis.com/quote/bcba/AAPL/
Argentina,Alphabet Inc.,GOOGL,4845.0,0.41%,442.60T,"3,419.50T",https://stockanalysis.com/quote/bcba/GOOGL/
Argentina,"Amazon.com, Inc.",AMZN,2155.0,0.47%,798.48T,"3,324.69T",https://stockanalysis.com/quote/bcba/AMZN/
Argentina,Taiwan Semiconductor Manufacturing Company Limited,TSM,35725.0,-1.11%,138.60T,"1,337.65T",https://stockanalysis.com/quote/bcba/TSM/
Argentina,JPMorgan Chase & Co.,JPM,27175.0,0.56%,195.14T,"1,119.70T",https://stockanalysis.com/quote/bcba/JPM/
Argentina,Walmart Inc.,WMT,7240.0,-0.14%,932.29T,"1,043.25T",https://stockanalysis.com/quote/bcba/WMT/
Argentina,Visa Inc.,V,26300.0,-0.47%,46.35T,918.38T,https://stockanalysis.com/quote/bcba/V/
Argentina,Oracle Corporation,ORCL,106150.0,-0.66%,68.91T,901.19T,https://stockanalysis.com/quote/bcba/ORCL/
Argentina,Mastercard Incorporated,MA,24250.0,0.52%,36.04T,726.51T,https://stockanalysis.com/quote/bcba/MA/
Argentina,Exxon Mobil Corporation,XOM,15275.0,0.99%,393.04T,654.01T,https://stockanalysis.com/quote/bcba/XOM/
Argentina,Johnson & Johnson,JNJ,16000.0,0.47%,107.61T,579.30T,https://stockanalysis.com/quote/bcba/JNJ/
Argentina,Costco Wholesale Corporation,COST,26650.0,-0.65%,297.16T,572.94T,https://stockanalysis.com/quote/bcba/COST/
Argentina,"The Home Depot, Inc.",HD,17275.0,0.14%,224.97T,552.89T,https://stockanalysis.com/quote/bcba/HD/
Argentina,The Procter & Gamble Company,PG,14225.0,1.25%,100.44T,500.24T,https://stockanalysis.com/quote/bcba/PG/
Argentina,AbbVie Inc.,ABBV,27925.0,-1.06%,69.51T,500.09T,https://stockanalysis.com/quote/bcba/ABBV/
Argentina,Chevron Corporation,CVX,13525.0,1.50%,225.55T,439.66T,https://stockanalysis.com/quote/bcba/CVX/
Argentina,SAP SE,SAP,61250.0,-0.41%,50.22T,434.81T,https://stockanalysis.com/quote/bcba/SAP/
Argentina,The Coca-Cola Company,KO,18475.0,-1.20%,55.88T,403.04T,https://stockanalysis.com/quote/bcba/KO/
Argentina,General Electric Company,GE,46300.0,1.76%,49.59T,394.40T,https://stockanalysis.com/quote/bcba/GE/
Chile,Broadcom Inc.,AVGOCL,231790.0,-,53.62T,"1,367.49T",https://stockanalysis.com/quote/snse/AVGOCL/
Chile,"Netflix, Inc.",NFLXCL,1138000.0,-,38.83T,503.43T,https://stockanalysis.com/quote/snse/NFLXCL/
Chile,General Electric Company,GE,267.45,-,38.76T,280.69T,https://stockanalysis.com/quote/snse/GE/
Chile,Wells Fargo & Company,WFC,75.48,-,72.29T,255.91T,https://stockanalysis.com/quote/snse/WFC/
Chile,LATAM Airlines Group S.A.,LTM,23.6,-0.38%,12.27T,14.09T,https://stockanalysis.com/quote/snse/LTM/
Chile,Falabella S.A.,FALABELLA,5586.1,-0.25%,12.73T,14.05T,https://stockanalysis.com/quote/snse/FALABELLA/
Chile,Banco de Chile,CHILE,137.6,0.07%,"2,670.61B",13.89T,https://stockanalysis.com/quote/snse/CHILE/
Chile,Banco Santander-Chile,BSANTANDER,57.99,0.85%,"2,332.55B",10.84T,https://stockanalysis.com/quote/snse/BSANTANDER/
Chile,Enel Américas S.A.,ENELAM,97.65,0.34%,12.50T,10.44T,https://stockanalysis.com/quote/snse/ENELAM/
Chile,Empresas Copec S.A.,COPEC,7209.8,0.42%,26.25T,"9,332.95B",https://stockanalysis.com/quote/snse/COPEC/
Chile,Banco de Crédito e Inversiones,BCI,39300.0,0.18%,"2,593.17B","8,575.85B",https://stockanalysis.com/quote/snse/BCI/
Chile,Cencosud S.A.,CENCOSUD,3067.4,0.08%,16.80T,"8,441.04B",https://stockanalysis.com/quote/snse/CENCOSUD/
Chile,Quiñenco SA,QUINENCO,3971.0,-0.15%,"8,813.98B","6,612.63B",https://stockanalysis.com/quote/snse/QUINENCO/
Chile,Plaza S.A.,MALLPLAZA,2265.0,0.27%,579.23B,"4,947.21B",https://stockanalysis.com/quote/snse/MALLPLAZA/
Chile,Enel Chile S.A.,ENELCHILE,68.17,-0.18%,"3,762.96B","4,723.38B",https://stockanalysis.com/quote/snse/ENELCHILE/
Chile,Empresas CMPC S.A.,CMPC,1531.3,-0.31%,"7,099.70B","3,840.00B",https://stockanalysis.com/quote/snse/CMPC/
Chile,Enel Generación Chile S.A.,ENELGXCH,442.79,1.30%,"2,931.22B","3,631.65B",https://stockanalysis.com/quote/snse/ENELGXCH/
Chile,AntarChile S.A.,ANTARCHILE,7872.1,-0.25%,26.88T,"3,581.30B",https://stockanalysis.com/quote/snse/ANTARCHILE/
Chile,Cencosud Shopping S.A.,CENCOMALLS,1951.7,-0.42%,367.54B,"3,331.32B",https://stockanalysis.com/quote/snse/CENCOMALLS/
Chile,Banco Itaú Chile,ITAUCL,13799.0,0.40%,"1,184.30B","2,986.37B",https://stockanalysis.com/quote/snse/ITAUCL/
Denmark,Novo Nordisk A/S,NOVO.B,358.8,0.59%,311.94B,"1,584.97B",https://stockanalysis.com/quote/cph/NOVO.B/
Denmark,DSV A/S,DSV,1440.0,-0.59%,191.27B,341.11B,https://stockanalysis.com/quote/cph/DSV/
Denmark,Nordea Bank Abp,NDA.DK,98.62,0.45%,87.09B,339.45B,https://stockanalysis.com/quote/cph/NDA.DK/
Denmark,Danske Bank A/S,DANSKE,263.5,-0.11%,56.49B,218.47B,https://stockanalysis.com/quote/cph/DANSKE/
Denmark,A.P. Møller - Mærsk A/S,MAERSK.A,13510.0,0.67%,360.84B,202.83B,https://stockanalysis.com/quote/cph/MAERSK.A/
Denmark,Sampo Oyj,SAMPO.DKK,73.32,-0.73%,72.72B,198.26B,https://stockanalysis.com/quote/cph/SAMPO.DKK/
Denmark,Novozymes A/S,NSIS.B,410.6,1.96%,30.57B,187.50B,https://stockanalysis.com/quote/cph/NSIS.B/
Denmark,Coloplast A/S,COLO.B,610.8,0.10%,27.87B,137.40B,https://stockanalysis.com/quote/cph/COLO.B/
Denmark,Vestas Wind Systems A/S,VWS,131.0,1.55%,138.24B,128.81B,https://stockanalysis.com/quote/cph/VWS/
