Drzava,Ime,Simbol,Trenutna_cena,Dnevna_sprem.,Dobiček,Volumen_delnice,Link_za_več
Luxembourg,Cipla Limited,CIPLA,18.0,-1.64%,2.73B,12.50B,https://stockanalysis.com/quote/lux/CIPLA/
Oman,OQ Exploration and Production SAOG,OQEP,0.36,0.56%,841.45M,2.88B,https://stockanalysis.com/quote/msm/OQEP/
Oman,Bank Muscat SAOG,BKMB,0.315,-,500.48M,2.36B,https://stockanalysis.com/quote/msm/BKMB/
Oman,Sohar International Bank SAOG,BKSB,0.146,-0.68%,202.81M,966.12M,https://stockanalysis.com/quote/msm/BKSB/
Oman,Oman Telecommunications Company SAOG,OTEL,0.994,-0.10%,3.17B,745.31M,https://stockanalysis.com/quote/msm/OTEL/
Oman,OQ Gas Networks SAOG,OQGN,0.164,-0.61%,161.46M,710.22M,https://stockanalysis.com/quote/msm/OQGN/
Oman,Asyad Shipping Company SAOG,ASCO,0.134,2.29%,350.23M,687.55M,https://stockanalysis.com/quote/msm/ASCO/
Oman,National Bank of Oman SAOG,NBOB,0.326,1.88%,142.82M,530.06M,https://stockanalysis.com/quote/msm/NBOB/
Oman,OQ Base Industries (SFZ) SAOG,OQBI,0.143,-0.69%,242.92M,494.71M,https://stockanalysis.com/quote/msm/OQBI/
Oman,Ahli Bank SAOG,ABOB,0.146,-,100.39M,397.90M,https://stockanalysis.com/quote/msm/ABOB/
Oman,Bank Dhofar SAOG,BKDB,0.131,0.77%,134.08M,392.13M,https://stockanalysis.com/quote/msm/BKDB/
Oman,Oman Arab Bank SAOG,OAB,0.149,-,112.41M,248.74M,https://stockanalysis.com/quote/msm/OAB/
Oman,Bank Nizwa SAOG,BKNZ,0.106,0.95%,51.94M,234.88M,https://stockanalysis.com/quote/msm/BKNZ/
Oman,Oman International Development and Investment Company SAOG,OMVS,0.228,0.89%,502.66M,213.34M,https://stockanalysis.com/quote/msm/OMVS/
Oman,Abraj Energy Services SAOG,ABRJ,0.275,0.73%,146.67M,211.81M,https://stockanalysis.com/quote/msm/ABRJ/
Oman,Oman Cables Industry SAOG,OCAI,2.17,-1.36%,282.60M,194.65M,https://stockanalysis.com/quote/msm/OCAI/
Oman,Sembcorp Salalah Power & Water Company SAOG,SSPW,0.185,3.35%,83.29M,176.60M,https://stockanalysis.com/quote/msm/SSPW/
Oman,Omani Qatari Telecommunications Company SAOG,ORDS,0.248,-0.40%,248.76M,161.43M,https://stockanalysis.com/quote/msm/ORDS/
Oman,Oman Cement Company SAOG,OCOI,0.478,0.63%,67.22M,158.16M,https://stockanalysis.com/quote/msm/OCOI/
Oman,Dhofar International Development & Investment SAOG,DIDI,0.28,-2.78%,1.19M,138.90M,https://stockanalysis.com/quote/msm/DIDI/
Oman,Phoenix Power Company SAOG,PHPC,0.093,5.68%,170.80M,136.02M,https://stockanalysis.com/quote/msm/PHPC/
United Arab Emirates,International Holding Company PJSC,IHC,400.7,0.18%,105.65B,876.16B,https://stockanalysis.com/quote/adx/IHC/
United Arab Emirates,Abu Dhabi National Energy Company PJSC,TAQA,3.33,-,56.41B,375.53B,https://stockanalysis.com/quote/adx/TAQA/
United Arab Emirates,ADNOC Gas PLC,ADNOCGAS,3.4,-,69.67B,259.35B,https://stockanalysis.com/quote/adx/ADNOCGAS/
United Arab Emirates,First Abu Dhabi Bank P.J.S.C.,FAB,16.9,0.36%,30.73B,184.94B,https://stockanalysis.com/quote/adx/FAB/
United Arab Emirates,Emirates Telecommunications Group Company PJSC,EAND,18.22,-0.11%,65.81B,157.41B,https://stockanalysis.com/quote/adx/EAND/
United Arab Emirates,Invest bank P.S.C.,INVESTB,0.45,-,37.28M,118.43B,https://stockanalysis.com/quote/adx/INVESTB/
United Arab Emirates,Alpha Dhabi Holding PJSC,ALPHADHABI,11.58,0.17%,69.94B,116.00B,https://stockanalysis.com/quote/adx/ALPHADHABI/
United Arab Emirates,Abu Dhabi Commercial Bank PJSC,ADCB,15.52,-0.13%,17.54B,109.92B,https://stockanalysis.com/quote/adx/ADCB/
United Arab Emirates,ADNOC Drilling Company P.J.S.C.,ADNOCDRILL,5.59,-0.18%,16.82B,89.42B,https://stockanalysis.com/quote/adx/ADNOCDRILL/
United Arab Emirates,Abu Dhabi Islamic Bank PJSC,ADIB,21.62,-0.64%,10.69B,79.47B,https://stockanalysis.com/quote/adx/ADIB/
United Arab Emirates,Borouge plc,BOROUGE,2.65,-,21.84B,79.31B,https://stockanalysis.com/quote/adx/BOROUGE/
United Arab Emirates,Aldar Properties PJSC,ALDAR,9.72,-0.82%,27.61B,77.05B,https://stockanalysis.com/quote/adx/ALDAR/
United Arab Emirates,Modon Holding PSC,MODON,3.72,-0.27%,10.87B,60.81B,https://stockanalysis.com/quote/adx/MODON/
United Arab Emirates,Abu Dhabi National Oil Company for Distribution PJSC,ADNOCDIST,3.77,-0.53%,35.03B,47.38B,https://stockanalysis.com/quote/adx/ADNOCDIST/
United Arab Emirates,Ooredoo Q.P.S.C.,ORDS,11.86,-,24.11B,41.69B,https://stockanalysis.com/quote/adx/ORDS/
United Arab Emirates,ADNOC Logistics & Services plc,ADNOCLS,5.32,0.38%,15.60B,39.28B,https://stockanalysis.com/quote/adx/ADNOCLS/
United Arab Emirates,Multiply Group PJSC,MULTIPLY,3.18,2.58%,2.35B,35.39B,https://stockanalysis.com/quote/adx/MULTIPLY/
United Arab Emirates,Pure Health Holding PJSC,PUREHEALTH,2.93,-0.34%,26.92B,32.44B,https://stockanalysis.com/quote/adx/PUREHEALTH/
United Arab Emirates,MBME GROUP Private Joint Stock Company,MBME,9.8,-,94.72K,29.65B,https://stockanalysis.com/quote/adx/MBME/
United Arab Emirates,Abu Dhabi Ports Company PJSC,ADPORTS,4.17,0.48%,18.64B,21.17B,https://stockanalysis.com/quote/adx/ADPORTS/
Jamaica,Massy Holdings Ltd.,MASSY,76.66,0.64%,385.70B,180.84B,https://stockanalysis.com/quote/jmse/MASSY/
Jamaica,Scotia Group Jamaica Limited,SGJ,54.9,0.73%,62.80B,170.83B,https://stockanalysis.com/quote/jmse/SGJ/
Jamaica,Sagicor Group Jamaica Limited,SJ,40.0,-3.15%,110.75B,155.97B,https://stockanalysis.com/quote/jmse/SJ/
Jamaica,NCB Financial Group Limited,NCBFG,40.99,2.25%,139.33B,98.88B,https://stockanalysis.com/quote/jmse/NCBFG/
Jamaica,Pan Jamaica Group Limited,PJAM,52.0,-,47.12B,84.64B,https://stockanalysis.com/quote/jmse/PJAM/
Jamaica,Barita Investments Limited,BIL,70.15,0.19%,8.60B,84.17B,https://stockanalysis.com/quote/jmse/BIL/
Jamaica,Carreras Limited,CAR,17.3,-0.86%,21.97B,83.98B,https://stockanalysis.com/quote/jmse/CAR/
Jamaica,Wisynco Group Limited,WISYNCO,21.85,-0.64%,56.78B,82.21B,https://stockanalysis.com/quote/jmse/WISYNCO/
Jamaica,Caribbean Cement Company Limited,CCC,91.85,-0.16%,28.96B,80.39B,https://stockanalysis.com/quote/jmse/CCC/
Jamaica,Guardian Holdings Limited,GHL,358.0,-8.21%,171.97B,78.87B,https://stockanalysis.com/quote/jmse/GHL/
Jamaica,GraceKennedy Limited,GK,72.99,2.73%,171.68B,72.18B,https://stockanalysis.com/quote/jmse/GK/
Jamaica,Seprod Limited,SEP,77.48,0.13%,150.46B,70.58B,https://stockanalysis.com/quote/jmse/SEP/
Jamaica,Supreme Ventures Limited,SVL,19.0,-1.30%,54.20B,48.00B,https://stockanalysis.com/quote/jmse/SVL/
Jamaica,Transjamaican Highway Limited,TJH,3.69,-0.27%,14.11B,46.13B,https://stockanalysis.com/quote/jmse/TJH/
Jamaica,Kingston Wharves Limited,KW,31.35,4.85%,11.60B,43.60B,https://stockanalysis.com/quote/jmse/KW/
Jamaica,A.S. Bryden & Sons Holdings Limited,ASBH,27.0,2.04%,87.86B,40.48B,https://stockanalysis.com/quote/jmse/ASBH/
Jamaica,JMMB Group Limited,JMMBGL,19.02,0.11%,20.44B,37.18B,https://stockanalysis.com/quote/jmse/JMMBGL/
Jamaica,Lasco Manufacturing Limited,LASM,6.27,-0.16%,12.09B,25.98B,https://stockanalysis.com/quote/jmse/LASM/
Jamaica,Jamaica Broilers Group Limited,JBG,25.26,0.04%,94.27B,25.39B,https://stockanalysis.com/quote/jmse/JBG/
Jamaica,Jamaica Producers Group Limited,JP,23.89,-0.33%,123.24M,24.95B,https://stockanalysis.com/quote/jmse/JP/
Mauritius,African Export-Import Bank,AEIB.N0004,2.8,-,62.70B,304.51B,https://stockanalysis.com/quote/muse/AEIB.N0004/
Mauritius,MCB Group Limited,MCBG.N0000,470.0,-,37.22B,118.97B,https://stockanalysis.com/quote/muse/MCBG.N0000/
Mauritius,PSG Financial Services Limited,PSGK.N0000,0.8,-,22.04B,72.91B,https://stockanalysis.com/quote/muse/PSGK.N0000/
Mauritius,IBL Ltd,IBLL.N0000,29.8,-0.67%,116.47B,20.27B,https://stockanalysis.com/quote/muse/IBLL.N0000/
Mauritius,SBM Holdings Ltd,SBMH.N0000,6.08,1.00%,16.88B,15.70B,https://stockanalysis.com/quote/muse/SBMH.N0000/
Mauritius,CIEL Limited,CIEL.N0000,8.8,-1.57%,37.06B,14.91B,https://stockanalysis.com/quote/muse/CIEL.N0000/
Mauritius,Arindo Holdings (Mauritius) Limited,ARIN.N0000,11.45,-,68.84B,14.53B,https://stockanalysis.com/quote/muse/ARIN.N0000/
Mauritius,Vivo Energy Mauritius Limited,SHEL.N0000,440.5,-,18.55B,12.92B,https://stockanalysis.com/quote/muse/SHEL.N0000/
Mauritius,CIM Financial Services Ltd,CIM.N0000,16.05,-1.23%,3.46B,10.92B,https://stockanalysis.com/quote/muse/CIM.N0000/
Mauritius,Phoenix Beverages Limited,MBL.N0000,633.0,-,13.08B,10.41B,https://stockanalysis.com/quote/muse/MBL.N0000/
Mauritius,Ascencia Limited,ASCE.N0000,18.15,-,1.98B,8.84B,https://stockanalysis.com/quote/muse/ASCE.N0000/
Mauritius,Medine Limited,MSE.N0000,71.5,0.35%,5.05B,7.51B,https://stockanalysis.com/quote/muse/MSE.N0000/
Mauritius,New Mauritius Hotels Limited,NMHL.N0000,13.55,-,16.66B,7.44B,https://stockanalysis.com/quote/muse/NMHL.N0000/
Mauritius,Sun Limited,SUN.N0000,42.1,-,5.65B,7.34B,https://stockanalysis.com/quote/muse/SUN.N0000/
Mauritius,Lux Island Resorts Ltd,NRL.N0000,50.0,-1.96%,10.27B,6.86B,https://stockanalysis.com/quote/muse/NRL.N0000/
Mauritius,Bayport Management Ltd,BAYP.N0000,4.47,-,4.41B,5.77B,https://stockanalysis.com/quote/muse/BAYP.N0000/
Mauritius,C-Care (Mauritius) Limited,MASC.I0000,8.2,0.24%,4.08B,4.67B,https://stockanalysis.com/quote/muse/MASC.I0000/
Mauritius,Terra Mauricia Ltd,TERA.N0000,20.05,-0.74%,9.62B,4.56B,https://stockanalysis.com/quote/muse/TERA.N0000/
Mauritius,Gamma-Civic Ltd,GCL.N0000,32.25,-,8.91B,4.30B,https://stockanalysis.com/quote/muse/GCL.N0000/
Mauritius,Universal Partners Limited,UPL.N0000,0.9,-,-10.66M,4.07B,https://stockanalysis.com/quote/muse/UPL.N0000/
Bulgaria,Shelly Group SE,SLYG,55.8,-2.11%,232.60M,1.98B,https://stockanalysis.com/quote/bul/SLYG/
Bulgaria,Tchaikapharma High Quality Medicines AD,THQM,17.1,1.18%,58.44M,1.64B,https://stockanalysis.com/quote/bul/THQM/
Bulgaria,Sopharma AD,SFA,2.48,-,2.27B,1.25B,https://stockanalysis.com/quote/bul/SFA/
Bulgaria,Speedy AD,SPDY,195.0,1.56%,525.89M,1.05B,https://stockanalysis.com/quote/bul/SPDY/
Bulgaria,First Investment Bank AD,FIB,5.42,2.65%,456.07M,808.04M,https://stockanalysis.com/quote/bul/FIB/
Bulgaria,Eurohold Bulgaria AD,EUBG,1.84,-0.54%,3.03B,479.18M,https://stockanalysis.com/quote/bul/EUBG/
Bulgaria,M+S Hydraulic AD,MSH,10.1,-,144.34M,398.28M,https://stockanalysis.com/quote/bul/MSH/
Bulgaria,Smart Organic AD,SO,31.4,-,99.16M,356.11M,https://stockanalysis.com/quote/bul/SO/
Bulgaria,Holding Varna AD,HVAR,47.4,-,88.88M,307.43M,https://stockanalysis.com/quote/bul/HVAR/
Bulgaria,Telematic Interactive Bulgaria EAD,TIB,22.4,0.90%,135.58M,289.05M,https://stockanalysis.com/quote/bul/TIB/
Bulgaria,Bulgarian-American Credit Bank AD,BACB,10.5,-1.87%,95.41M,259.26M,https://stockanalysis.com/quote/bul/BACB/
Bulgaria,Advance Terrafund REIT,ATER,2.97,0.34%,20.45M,252.78M,https://stockanalysis.com/quote/bul/ATER/
Bulgaria,Gradus AD,GR6,1.06,-,168.36M,244.80M,https://stockanalysis.com/quote/bul/GR6/
Bulgaria,Synthetica AD,SYN,76.0,-5.00%,23.44M,228.00M,https://stockanalysis.com/quote/bul/SYN/
Bulgaria,Central Cooperative Bank AD,CCB,1.7,-2.30%,290.01M,216.12M,https://stockanalysis.com/quote/bul/CCB/
Bulgaria,Stara Planina Hold Plc,SPH,9.55,-,259.58M,198.40M,https://stockanalysis.com/quote/bul/SPH/
Bulgaria,Doverie United Holding AD,DUH,9.04,-0.22%,580.98M,194.68M,https://stockanalysis.com/quote/bul/DUH/
Bulgaria,Sopharma Trading AD,SFT,5.7,-0.87%,2.05B,193.69M,https://stockanalysis.com/quote/bul/SFT/
Bulgaria,Odessos Shiprepair Yard S.A.,ODES,328.0,0.61%,113.75M,192.42M,https://stockanalysis.com/quote/bul/ODES/
Bulgaria,Sopharma Properties REIT,SFI,8.95,2.87%,13.94M,187.68M,https://stockanalysis.com/quote/bul/SFI/
Morocco,Attijariwafa bank SA,ATW,786.5,0.83%,31.93B,158.51B,https://stockanalysis.com/quote/cbse/ATW/
Morocco,Itissalat Al-Maghrib (IAM) S.A.,IAM,123.9,1.14%,36.48B,108.92B,https://stockanalysis.com/quote/cbse/IAM/
Morocco,Société d'Exploitation des Ports,MSA,985.0,3.56%,5.01B,72.29B,https://stockanalysis.com/quote/cbse/MSA/
Morocco,TAQA Morocco S.A.,TQM,2868.0,0.63%,10.86B,67.65B,https://stockanalysis.com/quote/cbse/TQM/
Morocco,Managem S.A.,MNG,5600.0,-0.53%,8.86B,67.39B,https://stockanalysis.com/quote/cbse/MNG/
Morocco,Banque Centrale Populaire,BCP,325.95,0.91%,20.05B,66.22B,https://stockanalysis.com/quote/cbse/BCP/
Morocco,Bank of Africa,BOA,260.0,-0.38%,16.06B,56.10B,https://stockanalysis.com/quote/cbse/BOA/
Morocco,LafargeHolcim Maroc S.A.,LHM,2125.0,3.26%,8.15B,50.09B,https://stockanalysis.com/quote/cbse/LHM/
Morocco,Travaux Généraux de Construction de Casablanca S.A,TGC,1082.0,-,7.60B,37.52B,https://stockanalysis.com/quote/cbse/TGC/
Morocco,Ciments du Maroc Société Anonyme,CMA,2060.0,0.98%,4.39B,30.73B,https://stockanalysis.com/quote/cbse/CMA/
Morocco,Akdital S.A,AKT,1590.0,-0.63%,2.95B,22.51B,https://stockanalysis.com/quote/cbse/AKT/
Morocco,Cosumar SA,CSR,237.8,2.48%,10.24B,22.47B,https://stockanalysis.com/quote/cbse/CSR/
Morocco,Wafa Assurance SA,WAA,5190.0,-0.17%,15.10B,18.17B,https://stockanalysis.com/quote/cbse/WAA/
Morocco,TotalEnergies Marketing Maroc S.A.,TMA,1810.0,2.26%,16.75B,16.04B,https://stockanalysis.com/quote/cbse/TMA/
Morocco,Douja Promotion Groupe Addoha S.A.,ADH,39.92,0.05%,2.42B,15.96B,https://stockanalysis.com/quote/cbse/ADH/
Morocco,Afriquia Gaz SA,GAZ,4442.0,-,8.80B,15.43B,https://stockanalysis.com/quote/cbse/GAZ/
Morocco,"Crédit Immobilier et Hôtelier, Société Anonyme",CIH,429.65,0.39%,3.75B,15.30B,https://stockanalysis.com/quote/cbse/CIH/
Morocco,Label Vie S.A.,LBV,5000.0,0.02%,16.42B,14.47B,https://stockanalysis.com/quote/cbse/LBV/
Morocco,Société de Therapeutique Marocaine S.A.,SOT,1815.0,-,2.82B,13.07B,https://stockanalysis.com/quote/cbse/SOT/
Morocco,Alliances Developpement Immobilier S.A.,ADI,552.0,-1.50%,2.38B,12.21B,https://stockanalysis.com/quote/cbse/ADI/
Tunisia,Banque Internationale Arabe de Tunisie Société anonyme,BIAT,94.0,0.31%,1.45B,3.84B,https://stockanalysis.com/quote/bvmt/BIAT/
Tunisia,Société de Fabrication des Boissons de Tunisie Société Anonyme,SFBT,12.64,1.94%,1.40B,3.39B,https://stockanalysis.com/quote/bvmt/SFBT/
Tunisia,Banque Attijari de Tunisie Société anonyme,TJARI,57.69,0.33%,702.75M,2.88B,https://stockanalysis.com/quote/bvmt/TJARI/
Tunisia,Poulina Group Holding S.A.,PGH,15.3,0.33%,3.45B,2.76B,https://stockanalysis.com/quote/bvmt/PGH/
Tunisia,Amen Bank Société anonyme,AB,44.45,2.68%,485.07M,1.56B,https://stockanalysis.com/quote/bvmt/AB/
Tunisia,Banque de Tunisie Société anonyme,BT,5.26,-0.76%,484.88M,1.43B,https://stockanalysis.com/quote/bvmt/BT/
Tunisia,Délice Holding SA,DH,12.3,1.24%,1.44B,1.35B,https://stockanalysis.com/quote/bvmt/DH/
Tunisia,Société d'Articles Hygiéniques Société Anonyme,SAH,12.7,1.76%,977.26M,1.04B,https://stockanalysis.com/quote/bvmt/SAH/
Tunisia,Union Internationale de Banques Société anonyme,UIB,21.6,-0.92%,470.60M,746.50M,https://stockanalysis.com/quote/bvmt/UIB/
Tunisia,One Tech Holding S.A.,OTH,8.85,-0.56%,1.05B,707.52M,https://stockanalysis.com/quote/bvmt/OTH/
Tunisia,Carthage Cement SA,CC,1.9,-,428.84M,652.89M,https://stockanalysis.com/quote/bvmt/CC/
Tunisia,Banque Nationale Agricole Société anonyme,BNA,8.94,4.20%,759.39M,567.40M,https://stockanalysis.com/quote/bvmt/BNA/
Tunisia,Tunisie Profilés Aluminium Société Anonyme,TPR,11.1,-0.36%,340.36M,556.50M,https://stockanalysis.com/quote/bvmt/TPR/
Tunisia,Societe Tunisienne de Verreries,SOTUV,13.35,0.45%,238.67M,524.05M,https://stockanalysis.com/quote/bvmt/SOTUV/
Tunisia,Société Tunisienne de Banque Société anonyme,STB,2.99,-0.99%,506.38M,466.05M,https://stockanalysis.com/quote/bvmt/STB/
Tunisia,Arab Tunisian Bank,ATB,3.59,0.28%,319.05M,459.52M,https://stockanalysis.com/quote/bvmt/ATB/
Tunisia,Ennakl Automobiles S.A.,NAKL,14.75,0.34%,678.16M,457.50M,https://stockanalysis.com/quote/bvmt/NAKL/
Tunisia,Société Tunisienne d'Assurances et de Réassurances,STAR,196.99,0.96%,483.46M,454.62M,https://stockanalysis.com/quote/bvmt/STAR/
Tunisia,BH Bank Société anonyme,BH,9.3,0.54%,445.12M,442.68M,https://stockanalysis.com/quote/bvmt/BH/
Tunisia,Automobile Réseau Tunisien et Services S.A.,ARTES,11.2,-,307.65M,428.40M,https://stockanalysis.com/quote/bvmt/ARTES/
Colombia,General Electric Company,GE,1101740.0,-,169.92T,"1,175.92T",https://stockanalysis.com/quote/bvc/GE/
Colombia,Ecopetrol S.A.,ECOPETROL,1850.0,0.54%,130.43T,76.07T,https://stockanalysis.com/quote/bvc/ECOPETROL/
Colombia,Grupo Nutresa S. A.,NUTRESA,150000.0,-,19.86T,68.58T,https://stockanalysis.com/quote/bvc/NUTRESA/
Colombia,Banco de Chile,CHILECO,592.0,-,11.71T,58.19T,https://stockanalysis.com/quote/bvc/CHILECO/
Colombia,Grupo Cibest S.A.,CIBEST,59540.0,-0.77%,23.59T,53.02T,https://stockanalysis.com/quote/bvc/CIBEST/
Colombia,Cencosud S.A.,CENCOSUDCO,13180.0,-,73.64T,35.36T,https://stockanalysis.com/quote/bvc/CENCOSUDCO/
Colombia,Grupo Energía Bogotá S.A. E.S.P.,GEB,2945.0,0.68%,"8,055.19B",27.08T,https://stockanalysis.com/quote/bvc/GEB/
Colombia,Interconexión Eléctrica S.A. E.S.P.,ISA,22200.0,-3.48%,14.98T,24.59T,https://stockanalysis.com/quote/bvc/ISA/
Colombia,Grupo de Inversiones Suramericana S.A.,GRUPOSURA,46800.0,0.43%,29.94T,17.21T,https://stockanalysis.com/quote/bvc/GRUPOSURA/
Colombia,Grupo Aval Acciones y Valores S.A.,GRUPOAVAL,632.7,-1.40%,13.06T,15.73T,https://stockanalysis.com/quote/bvc/GRUPOAVAL/
Colombia,BAC Holding International Corp.,BHI,339.0,-,10.90T,14.65T,https://stockanalysis.com/quote/bvc/BHI/
Colombia,Grupo Argos S.A.,GRUPOARGOS,17160.0,0.35%,14.34T,13.08T,https://stockanalysis.com/quote/bvc/GRUPOARGOS/
Colombia,Cementos Argos S.A.,CEMARGOS,9840.0,-0.81%,"3,826.54B",12.98T,https://stockanalysis.com/quote/bvc/CEMARGOS/
Colombia,Banco de Bogotá S.A.,BOGOTA,35500.0,-0.50%,"5,674.14B",12.61T,https://stockanalysis.com/quote/bvc/BOGOTA/
Colombia,Promigas S.A. E.S.P.,PROMIGAS,6700.0,0.30%,"7,512.77B","7,603.48B",https://stockanalysis.com/quote/bvc/PROMIGAS/
Colombia,Colombia Telecomunicaciones S. A. E.S.P. BIC,COLTEL,2075.0,-,"6,130.89B","7,075.91B",https://stockanalysis.com/quote/bvc/COLTEL/
Colombia,Celsia Colombia S.A. E.S.P.,CSACOL,18900.0,-,"6,219.95B","7,036.47B",https://stockanalysis.com/quote/bvc/CSACOL/
Colombia,Corporación Financiera Colombiana S.A.,CORFICOLCF,18400.0,-,"9,998.75B","6,664.13B",https://stockanalysis.com/quote/bvc/CORFICOLCF/
Colombia,Grupo Bolívar S.A.,GRUBOLIVAR,76320.0,-0.24%,"8,780.29B","6,037.42B",https://stockanalysis.com/quote/bvc/GRUBOLIVAR/
Colombia,CELSIA S.A. E.S.P.,CELSIA,4750.0,1.50%,"6,272.73B","5,034.40B",https://stockanalysis.com/quote/bvc/CELSIA/
Kenya,Safaricom PLC,SCOM,28.55,0.35%,385.23B,"1,143.87B",https://stockanalysis.com/quote/nase/SCOM/
Kenya,Equity Group Holdings Plc,EQTY,56.0,-,167.66B,211.33B,https://stockanalysis.com/quote/nase/EQTY/
Kenya,KCB Group PLC,KCB,54.0,0.47%,178.45B,172.72B,https://stockanalysis.com/quote/nase/KCB/
Kenya,East African Breweries PLC,EABL,220.25,2.20%,128.79B,169.51B,https://stockanalysis.com/quote/nase/EABL/
Kenya,Standard Chartered Bank Kenya Limited,SCBK,318.0,-0.47%,47.17B,120.72B,https://stockanalysis.com/quote/nase/SCBK/
Kenya,Absa Bank Kenya PLC,ABSA,20.0,-,54.82B,108.63B,https://stockanalysis.com/quote/nase/ABSA/
Kenya,NCBA Group PLC,NCBA,63.0,-1.18%,58.30B,105.03B,https://stockanalysis.com/quote/nase/NCBA/
Kenya,The Co-operative Bank of Kenya Limited,COOP,17.65,0.57%,75.37B,102.97B,https://stockanalysis.com/quote/nase/COOP/
Kenya,Stanbic Holdings Plc,SBIC,183.25,-0.27%,36.48B,72.84B,https://stockanalysis.com/quote/nase/SBIC/
Kenya,I&M Group PLC,IMH,38.55,-0.39%,46.47B,63.50B,https://stockanalysis.com/quote/nase/IMH/
Kenya,Kenya Electricity Generating Company PLC,KEGN,8.28,3.50%,56.30B,52.76B,https://stockanalysis.com/quote/nase/KEGN/
Kenya,British American Tobacco Kenya plc,BAT,440.25,0.06%,25.73B,44.00B,https://stockanalysis.com/quote/nase/BAT/
Kenya,BK Group PLC,BKG,41.3,-0.36%,20.62B,38.43B,https://stockanalysis.com/quote/nase/BKG/
Kenya,Diamond Trust Bank Kenya Limited,DTK,90.0,1.12%,34.44B,24.88B,https://stockanalysis.com/quote/nase/DTK/
Kenya,The Kenya Power and Lighting Company Plc,KPLC,12.7,0.40%,225.00B,24.69B,https://stockanalysis.com/quote/nase/KPLC/
Kenya,Umeme Limited,UMME,9.56,-3.82%,81.13B,24.51B,https://stockanalysis.com/quote/nase/UMME/
Kenya,Kenya Airways Plc,KQ,3.84,-4.00%,188.50B,22.72B,https://stockanalysis.com/quote/nase/KQ/
Kenya,Britam Holdings Plc,BRIT,8.96,-0.44%,33.11B,22.61B,https://stockanalysis.com/quote/nase/BRIT/
Kenya,TotalEnergies Marketing Kenya PLC,TOTL,33.5,-1.03%,114.21B,21.09B,https://stockanalysis.com/quote/nase/TOTL/
Kenya,Jubilee Holdings Limited,JUB,288.5,5.01%,30.56B,19.91B,https://stockanalysis.com/quote/nase/JUB/
Qatar,Qatar National Bank (Q.P.S.C.),QNBK,19.0,-2.06%,33.05B,176.93B,https://stockanalysis.com/quote/qse/QNBK/
Qatar,Industries Qatar Q.P.S.C.,IQCD,12.95,-1.45%,14.25B,79.50B,https://stockanalysis.com/quote/qse/IQCD/
Qatar,Qatar Islamic Bank (Q.P.S.C.),QIBK,24.5,-1.01%,11.41B,57.89B,https://stockanalysis.com/quote/qse/QIBK/
Qatar,Ooredoo Q.P.S.C.,ORDS,12.88,-0.16%,23.89B,41.32B,https://stockanalysis.com/quote/qse/ORDS/
Qatar,Ezdan Holding Group Q.P.S.C.,ERES,1.24,1.97%,1.85B,32.89B,https://stockanalysis.com/quote/qse/ERES/
Qatar,Qatar Gas Transport Company Limited (Nakilat) (QPSC),QGTS,4.73,-1.52%,3.73B,26.61B,https://stockanalysis.com/quote/qse/QGTS/
Qatar,AlRayan Bank Q.P.S.C.,MARK,2.405,-1.07%,8.64B,22.37B,https://stockanalysis.com/quote/qse/MARK/
Qatar,Dukhan Bank Q.P.S.C.,DUBK,3.666,-0.62%,5.20B,19.05B,https://stockanalysis.com/quote/qse/DUBK/
Qatar,The Commercial Bank (P.S.Q.C.),CBQK,4.7,-0.63%,4.10B,19.02B,https://stockanalysis.com/quote/qse/CBQK/
Qatar,Qatar Electricity & Water Company Q.P.S.C.,QEWS,15.8,-1.86%,2.94B,17.38B,https://stockanalysis.com/quote/qse/QEWS/
Qatar,Mesaieed Petrochemical Holding Company Q.P.S.C.,MPHC,1.36,-0.66%,716.70M,17.09B,https://stockanalysis.com/quote/qse/MPHC/
Qatar,Qatar International Islamic Bank (Q.P.S.C),QIIK,11.3,0.89%,3.53B,16.95B,https://stockanalysis.com/quote/qse/QIIK/
Qatar,Estithmar Holding Q.P.S.C.,IGRD,4.153,-0.17%,5.64B,15.55B,https://stockanalysis.com/quote/qse/IGRD/
Qatar,"Qatar Fuel Company Q.P.S.C. (""WOQOD"")",QFLS,14.97,0.07%,26.54B,14.88B,https://stockanalysis.com/quote/qse/QFLS/
Qatar,Qatar Navigation Q.P.S.C.,QNNS,11.45,1.60%,3.00B,12.80B,https://stockanalysis.com/quote/qse/QNNS/
Qatar,Barwa Real Estate Company Q.P.S.C.,BRES,2.736,-0.18%,1.88B,10.67B,https://stockanalysis.com/quote/qse/BRES/
Qatar,Vodafone Qatar P.Q.S.C.,VFQS,2.445,1.45%,3.36B,10.19B,https://stockanalysis.com/quote/qse/VFQS/
Qatar,Ahli Bank Q.P.S.C.,ABQK,3.701,-,1.31B,9.44B,https://stockanalysis.com/quote/qse/ABQK/
Qatar,Doha Bank Q.P.S.C.,DHBK,2.592,-1.41%,1.94B,8.15B,https://stockanalysis.com/quote/qse/DHBK/
Qatar,Qatar Aluminium Manufacturing Company Q.P.S.C.,QAMC,1.43,-0.69%,116.35M,7.98B,https://stockanalysis.com/quote/qse/QAMC/
Croatia,Zagrebacka banka d.d.,ZABA,25.0,-0.40%,8.73B,65.02B,https://stockanalysis.com/quote/zse/ZABA/
